Owner,n_plants,n_operating_plants,total_capacity_ttpa,pipeline_capacity_ttpa,n_countries,n_regions,countries,main_region,median_plant_age_years,n_plants_with_litpop,avg_litpop_nearest_usd,avg_litpop_25km_usd,capacity_weighted_litpop_25km_usd,litpop_coverage_share,bof_share,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,max_distance_to_centroid_km,centroid_to_largest_plant_km
Hwanyoung Steel Industries Co Ltd,1,1,800.0,0.0,1,1,South Korea,Asia Pacific,32.8,0,,,,0.0,0.0,36.95648599999999,126.61695600000002,Hansco Hwanyoung Steel Dangjin plant,36.956486,126.616956,7.073240659849489e-13,7.073240659849489e-13
Sidenor Steel Industry SA,1,1,800.0,0.0,1,1,Greece,Europe,64.0,0,,,,0.0,0.0,40.704458,22.816541999999995,Sidenor Steel Industry Thessaloniki plant,40.704458,22.816542,2.6810538581992036e-13,2.6810538581992036e-13
Thy-Marcinelle SA,1,1,800.0,0.0,1,1,Belgium,Europe,37.0,0,,,,0.0,0.0,50.410335,4.429692999999999,Thy Marcinelle Charleroi steel plant,50.410335,4.429693,5.634587667627568e-14,5.634587667627568e-14
Shengli Vietnam Special Steel Co Ltd,1,1,800.0,0.0,1,1,Vietnam,Asia Pacific,18.0,0,,,,0.0,0.0,20.652657,106.440208,Shengli Vietnam Special Steel An Bai plant,20.652657,106.440208,0.0,0.0
KSRM Steel Plant Ltd,1,1,800.0,0.0,1,1,Bangladesh,Asia Pacific,42.0,0,,,,0.0,0.0,22.499834,91.715778,KSRM Sitakunda steel plant,22.499834,91.715778,0.0,0.0
Ghaenat Steel Complex,1,1,800.0,0.0,1,1,Iran,Middle East,4.0,0,,,,0.0,0.0,33.92690900000001,59.007852,Ghaenat Steel Complex South Khorasan,33.926909,59.007852,7.073240659849489e-13,7.073240659849489e-13
Chubu Steel Plate Co Ltd,1,1,800.0,0.0,1,1,Japan,Asia Pacific,67.0,1,176716694372.9768,1773436100976.1323,1773436100976.132,1.0,0.0,35.118836,136.867567,Chubu Steel Plate Nagoya plant,35.118836,136.867567,0.0,0.0
Riva Industries,1,1,800.0,0.0,1,1,Morocco,Africa,5.0,0,,,,0.0,0.0,33.165438,-8.588300000000002,Riva Industries Jorf Lasfar steel plant,33.165438,-8.5883,1.4802426473710608e-13,1.4802426473710608e-13
Vertra Steel Industry and Trade Corp,1,1,800.0,0.0,1,1,Türkiye,Europe,0.38,0,,,,0.0,0.0,36.945926,36.001643,Vertra Celik Sarımazı steel plant,36.945926,36.001643,0.0,0.0
Millcon Steel PCL,1,1,800.0,0.0,1,1,Thailand,Asia Pacific,28.0,0,,,,0.0,0.0,12.819543999999999,101.152954,Millcon Steel Rayong steel plant,12.819544,101.152954,1.7683101649623721e-13,1.7683101649623721e-13
Nucor Steel Kankakee Inc,1,1,794.0,0.0,1,1,United States,North America,65.0,0,,,,0.0,0.0,41.180734,-87.856196,Nucor Steel Kankakee plant,41.180734,-87.856196,0.0,0.0
Baicheng Fuda Bar Rolling Co Ltd,1,1,788.0,0.0,1,1,China,Asia Pacific,16.31,1,4030918213.477184,8548861930.695521,8548861930.695522,1.0,0.0,45.593303,122.895588,Baicheng Fuda Bar Rolling Co Ltd,45.593303,122.895588,0.0,0.0
Hezhou Xindu Sanyuan Casting Co Ltd,1,1,780.0,0.0,1,1,China,Asia Pacific,10.0,1,90031801.82740928,477788284.15544564,477788284.1554457,1.0,0.0,23.987007,111.739775,Guangxi Hezhou Pengda New Materials Co Ltd,23.987007,111.739775,0.0,0.0
NLMK Indiana LLC,1,1,770.0,0.0,1,1,United States,North America,34.0,0,,,,0.0,0.0,41.62591200000001,-87.159989,NLMK Indiana steel plant,41.625912,-87.159989,7.073240659849489e-13,7.073240659849489e-13
Mono Steel (India) Ltd,1,1,770.0,0.0,1,1,India,Asia Pacific,36.0,1,31833855.18768871,1965650537.2451718,1965650537.2451718,1.0,0.0,23.312265000000004,70.201953,Mono Steel Gandhidham plant,23.312265,70.201953,3.5366203299247443e-13,3.5366203299247443e-13
BSRM Steels Ltd,1,1,770.0,0.0,1,1,Bangladesh,Asia Pacific,7.0,0,,,,0.0,0.0,22.873774,91.545562,BSRM Steels Mirsarai plant,22.873774,91.545562,0.0,0.0
Haicheng Hengsheng Casting Co Ltd,1,1,760.0,0.0,1,1,China,Asia Pacific,26.0,1,722648668.565372,141071950262.50345,141071950262.50345,1.0,1.0,41.05747800000001,122.83279999999999,Haicheng Hengsheng Casting Co Ltd,41.057478,122.8328,7.073240659849489e-13,7.073240659849489e-13
Amsteel Mills Sdn Bhd,2,1,750.0,0.0,1,1,Malaysia,Asia Pacific,34.5,0,,,,0.0,0.0,3.069682,101.456474,Lion Industries Amsteel Klang steel plant,3.069682,101.456474,33.33090047219198,0.0
Van Company for Industrial Investment and General Trading,1,1,750.0,0.0,1,1,Iraq,Middle East,4.0,0,,,,0.0,0.0,36.09176,43.97415,Van Steel Kurdistan plant,36.09176,43.97415,0.0,0.0
Arcelormittal Warszawa SP zoo,1,1,750.0,0.0,1,1,Poland,Europe,69.0,0,,,,0.0,0.0,52.291337,20.917301999999996,ArcelorMittal Warszawa steel plant,52.291337,20.917302,2.163162028439234e-13,2.163162028439234e-13
Optimus Steel LLC,1,1,750.0,0.0,1,1,United States,North America,50.0,0,,,,0.0,0.0,30.082009999999997,-94.074694,Optimus Steel Beaumont plant,30.08201,-94.074694,7.073240659849489e-13,7.073240659849489e-13
Empresa Siderurgica del Peru SAA,1,1,750.0,0.0,1,1,Peru,Central & South America,68.0,0,,,,0.0,0.0,-9.059693,-78.601178,Gerdau Siderperu Chimbote steel plant,-9.059693,-78.601178,0.0,0.0
Global Steel Wire SA,1,1,750.0,0.0,1,1,Spain,Europe,127.0,0,,,,0.0,0.0,43.44534399999999,-3.839228,Celsa Global Steel Wire Santander plant,43.445344,-3.839228,7.073240659849489e-13,7.073240659849489e-13
Hezhou Zhaoxin Hardware Products Co Ltd,1,1,750.0,0.0,1,1,China,Asia Pacific,26.0,1,90031801.82740928,476301192.8009216,476301192.8009216,1.0,0.0,23.978567,111.735529,Guangxi Guixin Iron and Steel Intelligent Manufacturing Co Ltd,23.978567,111.735529,0.0,0.0
Sidenor Aceros Especiales SLU,1,1,740.0,0.0,1,1,Spain,Europe,59.0,0,,,,0.0,0.0,43.227282,-2.884676,Sidenor Aceros Especiales Basauri steel plant,43.227282,-2.884676,0.0,0.0
Natanz Steel Co,1,1,733.0,850.0,1,1,Iran,Middle East,25.0,0,,,,0.0,0.0,33.42859299999999,51.982273,Natanz Steel Company Isfahan plant,33.428593,51.982273,7.073240659849489e-13,7.073240659849489e-13
Chow Steel Industries PCL,1,1,730.0,0.0,1,1,Thailand,Asia Pacific,21.0,0,,,,0.0,0.0,14.074757,101.84215,Chow Steel Kabinburi steel plant,14.074757,101.84215,0.0,0.0
Asil Celik Sanayi ve Ticaret AŞ,1,1,730.0,0.0,1,1,Türkiye,Europe,47.0,0,,,,0.0,0.0,40.42752,29.270140999999995,Asil Celik Orhangazi steel plant,40.42752,29.270141,0.0,0.0
Liberty Steel Group,6,1,726.0,780.0,4,2,"France, Hungary, United Kingdom, United States",Europe,71.78,0,,,,0.0,0.0,41.513248999999995,-87.621438,Liberty Steel & Wire Peoria plant,41.513249,-87.621438,7806.795092007481,7.073240659849489e-13
SIJ Acroni doo,1,1,726.0,0.0,1,1,Slovenia,Europe,66.0,0,,,,0.0,0.0,46.423994,14.094644999999998,SIJ Acroni Jesenice steel plant,46.423994,14.094645,1.2189248764178016e-13,1.2189248764178016e-13
Vallourec Star LP,1,1,725.0,0.0,1,1,United States,North America,41.0,0,,,,0.0,0.0,41.12549500000001,-80.683382,Vallourec Star Youngstown steel plant,41.125495,-80.683382,7.073240659849489e-13,7.073240659849489e-13
Dongyuan Dongnan Industrial Co Ltd,1,1,720.0,0.0,1,1,China,Asia Pacific,16.89,1,24627219.044078365,930340871.9499533,930340871.9499533,1.0,0.0,24.038396999999996,114.873435,Dongyuan Dongnan Industrial Co Ltd,24.038397,114.873435,3.5366203299247443e-13,3.5366203299247443e-13
Univers Acier,1,1,720.0,0.0,1,1,Morocco,Africa,16.0,0,,,,0.0,0.0,33.501604,-7.467890999999999,Univers Acier Sidi Hajjaj steel plant,33.501604,-7.467891,1.474541451920396e-13,1.474541451920396e-13
Shyeh Sheng Fuat Steel & Iron Works Co Ltd,1,1,720.0,0.0,1,1,Taiwan,Asia Pacific,60.0,0,,,,0.0,0.0,22.559391,120.3656132,Shyeh Sheng Fuat Steel Kaohsiung steel plant,22.559391,120.3656132,0.0,0.0
Jiangyin Xicheng Steel Co Ltd,1,1,720.0,0.0,1,1,China,Asia Pacific,28.37,1,8256028173.465794,195358769921.76007,195358769921.76007,1.0,0.0,31.89229900000001,120.198394,Jiangyin Xicheng Steel Co Ltd,31.892299,120.198394,7.073240659849489e-13,7.073240659849489e-13
Guangdong Yuedong Steel Co Ltd,1,1,720.0,0.0,1,1,China,Asia Pacific,32.14,1,10381673523.067602,22746324411.70807,22746324411.70807,1.0,0.0,23.711585,114.68976100000002,Guangdong Yuedong Steel Co Ltd,23.711585,114.689761,0.0,0.0
Sam Montereau SAS,1,1,720.0,0.0,1,1,France,Europe,53.0,0,,,,0.0,0.0,48.387211,2.9810910000000006,Riva Sam Montereau steel plant,48.387211,2.981091,2.935806502145324e-14,2.935806502145324e-14
Fengshun County Agricultural Machinery Continuous Casting Co,1,1,720.0,0.0,1,1,China,Asia Pacific,22.85,1,453215982.2079722,18595122169.25023,18595122169.25023,1.0,0.0,23.748318000000005,116.13985,Fengshun County Agricultural Machinery Continuous Casting Co,23.748318,116.13985,3.5366203299247443e-13,3.5366203299247443e-13
Guangdong Daxing Iron & Steel Industrial Co Ltd,1,1,720.0,0.0,1,1,China,Asia Pacific,26.52,1,13690835436.783312,164436051331.8476,164436051331.8476,1.0,0.0,23.529157999999995,116.329247,Guangdong Daxing Iron & Steel Industrial Co Ltd,23.529158,116.329247,3.5366203299247443e-13,3.5366203299247443e-13
Stahl Gerlafingen AG,1,1,720.0,0.0,1,1,Switzerland,Europe,108.0,0,,,,0.0,0.0,47.171958000000004,7.562287000000002,Stahl Gerlafingen steel plant,47.171958,7.562287,7.174661847690212e-13,7.174661847690212e-13
Zijin County Dongri Foundry Co Ltd,1,1,720.0,0.0,1,1,China,Asia Pacific,16.0,1,12925770.443472354,598060312.5693009,598060312.5693009,1.0,0.0,23.356612000000002,114.769565,Zijin County Dongri Casting Co Ltd,23.356612,114.769565,3.5366203299247443e-13,3.5366203299247443e-13
Lianping County Huafeng Steel Co Ltd,1,1,720.0,0.0,1,1,China,Asia Pacific,9.93,1,271704400.55409884,849099174.2109518,849099174.2109517,1.0,0.0,24.184349999999995,114.72820200000001,Lianping Huafeng Steel Co Ltd,24.18435,114.728202,3.5366203299247443e-13,3.5366203299247443e-13
Fujian Fuxin Special Steel Co Ltd,1,1,720.0,0.0,1,1,China,Asia Pacific,19.0,1,17250077612.688942,185209231508.9667,185209231508.9667,1.0,0.0,24.472439000000005,117.94885,Fujian Fuxin Special Steel Co Ltd,24.472439,117.94885,3.5366203299247443e-13,3.5366203299247443e-13
Fengshun County Hongbao Industrial Co Ltd,1,1,720.0,0.0,1,1,China,Asia Pacific,32.93,1,1404595.2279711333,2966919509.507821,2966919509.507821,1.0,0.0,23.720136000000004,115.949449,Fengshun County Hongbao Industrial Co Ltd,23.720136,115.949449,3.5366203299247443e-13,3.5366203299247443e-13
Fengshun Yongshun Continuous Casting Plant,1,1,720.0,0.0,1,1,China,Asia Pacific,19.27,1,453215982.2079722,18975260557.072334,18975260557.072334,1.0,0.0,23.747173,116.126241,Fengshun Yongshun Continuous Casting Plant,23.747173,116.126241,0.0,0.0
LNM Group,1,1,700.0,0.0,1,1,Indonesia,Asia Pacific,50.0,0,,,,0.0,0.0,-7.3551286,112.7037297,PT Ispat Indo steel plant,-7.3551286,112.7037297,0.0,0.0
Yun County Rongfeng Rolling Mill Factory,1,1,700.0,0.0,1,1,China,Asia Pacific,15.0,1,2868377109.874325,25029605516.57686,25029605516.57686,1.0,0.0,32.738598,110.793269,Shiyan Yunyang District Rongfeng Iron and Steel Co Ltd,32.738598,110.793269,0.0,0.0
Shaanxi Hanzhong Iron & Steel Group Co,1,1,700.0,0.0,1,1,China,Asia Pacific,25.33,1,554486726.9337088,2225382733.2569275,2225382733.2569275,1.0,0.0,33.132446,106.657646,Shaanxi Hanzhong Iron & Steel Group Company,33.132446,106.657646,0.0,0.0
Yamato Steel Co Ltd,1,1,700.0,0.0,1,1,Japan,Asia Pacific,65.0,1,11107163158.787853,115067025618.5283,115067025618.5283,1.0,0.0,34.783319,134.604616,Yamato Steel Himeji Plant,34.783319,134.604616,0.0,0.0
Chongqing Yonghang Steel Group Co Ltd,1,1,700.0,0.0,1,1,China,Asia Pacific,23.0,1,476620864.0503676,9985471651.860994,9985471651.860994,1.0,0.0,29.836163000000003,106.988138,Chongqing Yonghang Steel Group Co Ltd,29.836163,106.988138,0.0,0.0
Zhenshi Group EASTERN SPECIAL Steel Co Ltd,1,1,700.0,2512.0,1,1,China,Asia Pacific,54.0,1,2908351559.15047,143511638411.21393,143511638411.21393,1.0,0.0,30.720411000000002,120.89851800000001,Zhenshi Group Eastern Special Steel Co Ltd,30.720411,120.898518,0.0,0.0
Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,1,1,700.0,0.0,1,1,China,Asia Pacific,6.0,1,238915176.01580334,9753154820.245316,9753154820.245316,1.0,0.0,35.148443,119.06801500000002,Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,35.148443,119.068015,0.0,0.0
Dalmine SpA,1,1,700.0,0.0,1,1,Italy,Europe,117.0,0,,,,0.0,0.0,45.64151600000001,9.600242,Tenaris Dalmine steel plant,45.641516,9.600242,7.073240659849489e-13,7.073240659849489e-13
ALPA - Aciéries et Laminoirs de Paris SAS,1,1,700.0,0.0,1,1,France,Europe,52.0,0,,,,0.0,0.0,48.983515000000004,1.7624500000000003,Riva Alpa Gargenville steel plant,48.983515,1.76245,7.074728019720048e-13,7.074728019720048e-13
Tangshan Yutian Jinzhou Industry Co Ltd,1,1,700.0,0.0,1,1,China,Asia Pacific,15.0,1,74159309.89730716,12222390049.413055,12222390049.413055,1.0,0.0,39.967373,117.857659,Tangshan Yutian Jinzhou Industrial Co Ltd,39.967373,117.857659,0.0,0.0
Siderpotenza SpA,1,1,700.0,0.0,1,1,Italy,Europe,63.0,0,,,,0.0,0.0,40.639356,15.827842000000006,Pittini Siderpotenza Potenza steel plant,40.639356,15.827842,2.6836727982748587e-13,2.6836727982748587e-13
Sohar Steel LLC,1,1,700.0,0.0,1,1,Oman,Middle East,18.0,0,,,,0.0,0.0,24.499869,56.599111,Sohar Steel plant,24.499869,56.599111,0.0,0.0
Megasa Siderurgica SL,1,1,700.0,0.0,1,1,Spain,Europe,73.0,0,,,,0.0,0.0,43.51421,-8.163839000000001,Megasa Siderúrgica Narón steel plant,43.51421,-8.163839,1.2823849488305387e-13,1.2823849488305387e-13
Sıddık Kardeşler Haddecilik Sanayi Ticaret LŞ,1,1,690.0,0.0,1,1,Türkiye,Europe,10.0,0,,,,0.0,0.0,40.800833000000004,29.512008000000005,Siddik Kardesler Dilovasi steel plant,40.800833,29.512008,7.073240659849489e-13,7.073240659849489e-13
Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,1,1,669.0,0.0,1,1,China,Asia Pacific,36.76,1,2578998262.3683743,9075142613.047802,9075142613.047802,1.0,0.0,31.763516999999997,104.761441,Pangang Group Jiangyou Changcheng Special Steel Co Ltd,31.763517,104.761441,7.073240659849489e-13,7.073240659849489e-13
Shakambhari Ispat & Power Ltd,1,1,660.0,0.0,1,1,India,Asia Pacific,25.0,1,740366725.9212388,52368176028.568794,52368176028.568794,1.0,0.0,23.613860999999996,86.789527,Shakambhari Ispat and Power Purulia steel plant,23.613861,86.789527,3.5366203299247443e-13,3.5366203299247443e-13
Godawari Power and Ispat Ltd,2,1,659.0,2200.0,1,1,India,Asia Pacific,25.0,2,919900210.3246052,14634015006.135723,20895565574.58556,1.0,0.0,21.376214000000004,81.681888,Godawari Power and Ispat Siltara steel plant,21.376214,81.681888,21.82411646922247,3.5366203299247443e-13
Hospet Steels Ltd,1,1,650.0,811.0,1,1,India,Asia Pacific,28.0,1,204245873.82605147,2855801307.3903904,2855801307.3903904,1.0,1.0,15.339055000000004,76.251696,Hospet Steels Hospet plant,15.339055,76.251696,3.5366203299247443e-13,3.5366203299247443e-13
Swiss Steel Holding AG,1,1,650.0,0.0,1,1,Switzerland,Europe,27.0,0,,,,0.0,0.0,47.308054999999996,7.873594000000001,Swiss Steel Emmenbrücke plant,47.308055,7.873594,7.073240659849489e-13,7.073240659849489e-13
Benteler Steel/Tube GmbH,1,1,650.0,0.0,1,1,Germany,Europe,52.0,0,,,,0.0,0.0,52.467622,7.317169,Benteler Steel Tube Lingen plant,52.467622,7.317169,0.0,0.0
ORI Martin - Acciaieria e Ferriera di Brescia SpA,1,1,650.0,0.0,1,1,Italy,Europe,93.0,0,,,,0.0,0.0,45.566053999999994,10.2147,Ori Martin Brescia steel plant,45.566054,10.2147,7.073240659849489e-13,7.073240659849489e-13
Ivaco Rolling Mills LP,1,1,650.0,0.0,1,1,Canada,North America,55.0,0,,,,0.0,0.0,45.61394099999999,-74.704608,Ivaco Rolling Mills steel plant,45.613941,-74.704608,7.073240659849489e-13,7.073240659849489e-13
Sipar Aceros SA,1,1,650.0,0.0,1,1,Argentina,Central & South America,9.0,0,,,,0.0,0.0,-32.9912336,-60.758873300000005,Gerdau Sipar Pérez steel plant,-32.9912336,-60.7588733,0.0,0.0
Georgsmarienhuette GmbH,1,1,650.0,0.0,1,1,Germany,Europe,170.0,0,,,,0.0,0.0,52.212233399999995,8.0420724,Georgsmarienhütte Osnabrück steel plant,52.2122334,8.0420724,7.073240659849489e-13,7.073240659849489e-13
Guangdong Guixin Steel Co Ltd,1,1,630.0,0.0,1,1,China,Asia Pacific,22.0,1,1383225148.037752,116532803968.18138,116532803968.18138,1.0,0.0,23.517109,113.106865,Guangdong Guixin Steel Co Ltd,23.517109,113.106865,0.0,0.0
Lianyungang Huale Alloy Group Co Ltd,1,1,621.0,0.0,1,1,China,Asia Pacific,15.94,1,175014771.30063456,31904257095.6304,31904257095.6304,1.0,1.0,34.607963999999996,119.447626,Lianyungang Huale Alloy Group Co Ltd,34.607964,119.447626,7.073240659849489e-13,7.073240659849489e-13
Huizhou Jushun Iron and Steel Plant,1,1,620.0,0.0,1,1,China,Asia Pacific,33.26,1,5079645602.338191,145819956103.80716,145819956103.80716,1.0,0.0,23.178651999999996,114.279374,Huizhou Jushun Iron and Steel Plant,23.178652,114.279374,3.5366203299247443e-13,3.5366203299247443e-13
Fengshun Changsheng Precision Steel Casting Co Ltd,1,1,620.0,0.0,1,1,China,Asia Pacific,17.0,1,1746497357.0257854,54416334496.484634,54416334496.484634,1.0,0.0,23.507015000000003,112.953822,Fengshun Changsheng Special Steel Casting Co Ltd Qingyuan Branch,23.507015,112.953822,3.5366203299247443e-13,3.5366203299247443e-13
Heyuan Huacheng Metal Products Co Ltd,1,1,620.0,0.0,1,1,China,Asia Pacific,21.89,1,661354659.4113086,20001035213.330936,20001035213.330936,1.0,0.0,23.566579999999995,114.59899299999998,Heyuan Yuancheng Huafa Metal Products Co Ltd,23.56658,114.598993,3.5366203299247443e-13,3.5366203299247443e-13
Industrie Riunite Odolesi IRO SpA,1,1,600.0,0.0,1,1,Italy,Europe,75.0,0,,,,0.0,0.0,45.645688,10.374305000000001,IRO Odolo steel plant,45.645688,10.374305,1.236213953646362e-13,1.236213953646362e-13
Deutsche Edelstahlwerke GmbH,1,1,600.0,0.0,1,1,Germany,Europe,99.0,0,,,,0.0,0.0,50.922844,8.024006,Deutsche Edelstahlwerke steel plant,50.922844,8.024006,0.0,0.0
Tembo Steels Uganda Ltd,1,1,600.0,0.0,1,1,Uganda,Africa,4.0,0,,,,0.0,0.0,0.611975,33.457629,Tembo Steels Iganga plant,0.611975,33.457629,0.0,0.0
Bangkok Steel Industry PCL,1,1,600.0,0.0,1,1,Thailand,Asia Pacific,62.0,0,,,,0.0,0.0,13.647672,100.553882,Bangkok Steel Industry Samut Prakan steel plant,13.647672,100.553882,0.0,0.0
Aco Verde do Brasil SA,1,1,600.0,0.0,1,1,Brazil,Central & South America,11.0,0,,,,0.0,1.0,-4.874373000000001,-47.4073517,AVB Açailândia steel plant,-4.874373,-47.4073517,8.841550824811861e-14,8.841550824811861e-14
Shougang Guiyang SPECIAL Steel Co Ltd,1,1,600.0,0.0,1,1,China,Asia Pacific,68.0,1,264952407.92503846,12122176680.31939,12122176680.31939,1.0,0.0,26.873592,106.73215,Shougang Guiyang Special Steel Co Ltd,26.873592,106.73215,0.0,0.0
TY Steel Co Ltd,1,1,600.0,0.0,1,1,Thailand,Asia Pacific,9.0,0,,,,0.0,0.0,12.857307000000004,101.21314,TY Steel Rayong plant,12.857307,101.21314,3.5366203299247443e-13,3.5366203299247443e-13
Shiyan Fuyan Iron and Steel Co Ltd,1,1,600.0,0.0,1,1,China,Asia Pacific,23.0,1,111115982.9373292,24465181975.880474,24465181975.880474,1.0,0.0,32.650367,110.654794,Shiyan Fuyan Iron and Steel Co Ltd,32.650367,110.654794,0.0,0.0
Dinson Iron & Steel Company Pvt Ltd,1,1,600.0,4400.0,1,1,Zimbabwe,Africa,1.72,0,,,,0.0,0.0,-18.940658,30.608968,Dinson Chivhu iron and steel plant,-18.940658,30.608968,0.0,0.0
Fujian Dingxin Industry Co Ltd,1,1,600.0,0.0,1,1,China,Asia Pacific,18.0,1,11794218.386546498,3897674158.2296247,3897674158.2296247,1.0,0.0,26.769499999999997,119.738519,Fujian Dingxin Industrial Co Ltd,26.7695,119.738519,7.073240659849489e-13,7.073240659849489e-13
E-Top Metal Co Ltd,1,1,600.0,0.0,1,1,Taiwan,Asia Pacific,23.0,0,,,,0.0,0.0,24.167871999999996,120.50548200000001,E Top Metal Changhua steel plant,24.167872,120.505482,3.5366203299247443e-13,3.5366203299247443e-13
Amreli Steels Ltd,1,1,600.0,0.0,1,1,Pakistan,Asia Pacific,15.0,0,,,,0.0,0.0,24.800326,67.504851,Amreli Steels Dhabeji plant,24.800326,67.504851,0.0,0.0
Rio Tinto Iron and Titanium Canada Inc,1,1,600.0,0.0,1,1,Canada,North America,76.0,0,,,,0.0,1.0,46.044366999999994,-73.138474,Rio Tinto Fer et Titane steel plant,46.044367,-73.138474,7.073240659849489e-13,7.073240659849489e-13
Arabian Gulf Steel Industries Selling Port LLC,1,1,600.0,0.0,1,1,United Arab Emirates,Middle East,18.0,0,,,,0.0,0.0,24.283334999999997,54.463384,Arabian Gulf Steel Industries Abu Dhabi plant,24.283335,54.463384,3.5366203299247443e-13,3.5366203299247443e-13
Acciaierie di Calvisano SpA,1,1,600.0,0.0,1,1,Italy,Europe,54.0,0,,,,0.0,0.0,45.37165100000001,10.331967,Feralpi Calvisano steel plant,45.371651,10.331967,7.073240659849489e-13,7.073240659849489e-13
Hai Kwang Enterprise Corp,1,1,600.0,0.0,1,1,Taiwan,Asia Pacific,57.0,0,,,,0.0,0.0,22.550634000000002,120.365645,Hai Kwang Enterprise Kaohsiung steel plant,22.550634,120.365645,3.5366203299247443e-13,3.5366203299247443e-13
SN MAIA Siderurgia Nacional SA,1,1,600.0,0.0,1,1,Portugal,Europe,52.0,0,,,,0.0,0.0,41.255085,-8.555284999999998,SN MAIA Siderurgia Nacional steel plant,41.255085,-8.555285,1.32938249265971e-13,1.32938249265971e-13
Nakayama Steel Products Co Ltd,1,1,600.0,0.0,1,1,Japan,Asia Pacific,75.81,1,324278211589.9782,3054389419876.4478,3054389419876.4478,1.0,0.0,34.69976199999999,135.430119,Nakayama Steel Products Osaka plant,34.699762,135.430119,7.073240659849489e-13,7.073240659849489e-13
Nakayama Steel Works Ltd,1,1,600.0,1200.0,1,1,Japan,Asia Pacific,97.0,1,254812052510.10464,3288732618370.058,3288732618370.058,1.0,0.0,34.628161999999996,135.459688,Nakayama Steel Works Osaka,34.628162,135.459688,7.073240659849489e-13,7.073240659849489e-13
F&F Steel,1,1,600.0,0.0,1,1,Iraq,Middle East,12.47,0,,,,0.0,0.0,36.113741,43.979714,F&F Steel Erbil plant,36.113741,43.979714,0.0,0.0
Kam Industries (Nigeria) Ltd,1,1,600.0,0.0,1,1,Nigeria,Africa,30.0,0,,,,0.0,0.0,8.390993,4.674475000000001,Kam Industries Kwara steel plant,8.390993,4.674475,8.746904545329884e-14,8.746904545329884e-14
Scaw Metals Group Pty Ltd,1,1,600.0,0.0,1,1,South Africa,Africa,102.0,0,,,,0.0,0.0,-26.273316000000005,28.163761,Scaw Metals Group Germiston steel plant,-26.273316,28.163761,3.5366203299247443e-13,3.5366203299247443e-13
Sichuan Gangchen Stainless Steel Co Ltd,1,1,600.0,0.0,1,1,China,Asia Pacific,6.23,1,473439435.8729224,29940041899.692482,29940041899.692482,1.0,0.0,29.501044000000004,103.607365,Sichuan Gangchen Stainless Steel Co Ltd,29.501044,103.607365,0.0,0.0
Mughal Iron & Steel Industries Ltd,1,1,583.0,0.0,1,1,Pakistan,Asia Pacific,27.0,0,,,,0.0,0.0,31.653035,74.183149,Mughal Iron & Steel Industries Lahore plant,31.653035,74.183149,0.0,0.0
State Company for Iron and Steel (Iraq),1,1,580.0,0.0,1,1,Iraq,Middle East,,0,,,,0.0,0.0,30.2471634,47.83241799999999,State Company for Iron & Steel Basra plant,30.2471634,47.832418,6.110292823957395e-13,6.110292823957395e-13
Fogang Dawei Special Steel Co Ltd,1,1,575.0,0.0,1,1,China,Asia Pacific,14.29,1,794462578.72561,3471012556.429359,3471012556.429359,1.0,0.0,23.893972000000005,113.500829,"Fogang Dawei Special Steel Co., Ltd.",23.893972,113.500829,3.5366203299247443e-13,3.5366203299247443e-13
