Owner,n_plants,n_operating_plants,total_capacity_ttpa,pipeline_capacity_ttpa,n_countries,n_regions,countries,main_region,median_plant_age_years,n_plants_with_litpop,avg_litpop_nearest_usd,avg_litpop_25km_usd,capacity_weighted_litpop_25km_usd,litpop_coverage_share,bof_share,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,max_distance_to_centroid_km,centroid_to_largest_plant_km
Jilinheng Precision Casting Technology Co Ltd,1,1,1100.0,0.0,1,1,China,Asia Pacific,15.96,1,10768816.011382872,183657169.5588802,183657169.5588802,1.0,1.0,43.196537,126.00063,Panshi Jianlong Iron and Steel Co Ltd,43.196537,126.00063,0.0,0.0
Zhejiang Yuxin Industrial Co Ltd,1,1,1100.0,0.0,1,1,China,Asia Pacific,25.24,1,511578477.6555888,16931017984.408173,16931017984.40817,1.0,0.0,28.787201999999997,120.248592,Zhejiang Yuxin Industrial Co Ltd,28.787202,120.248592,7.073240659849489e-13,7.073240659849489e-13
ArcelorMittal Hamburg GmbH,1,1,1100.0,0.0,1,1,Germany,Europe,57.0,0,,,,0.0,0.0,53.522601,9.900749,ArcelorMittal Hamburg steel plant,53.522601,9.900749,0.0,0.0
Gaolan County Lanxin Steel Co Ltd,1,1,1100.0,0.0,1,1,China,Asia Pacific,25.0,1,4705947.349746395,5541392267.555784,5541392267.555784,1.0,0.6363636363636364,36.48886600000001,103.922,Lanxin Steel Group Co Ltd plant,36.488866,103.922,7.073240659849489e-13,7.073240659849489e-13
SN SEIXAL Siderurgia Nacional SA,1,1,1100.0,0.0,1,1,Portugal,Europe,65.0,0,,,,0.0,0.0,38.616023,-9.068527,SN SEIXAL Siderurgia Nacional steel plant,38.616023,-9.068527,0.0,0.0
ABA Çelik Demir LŞ,1,1,1100.0,0.0,1,1,Türkiye,Europe,43.0,0,,,,0.0,0.0,36.747413,36.217330000000004,Aba Iron and Steel Payas plant,36.747413,36.21733,1.133530425421208e-12,1.133530425421208e-12
Neelachal Ispat Nigam Ltd,1,1,1100.0,8400.0,1,1,India,Asia Pacific,44.0,1,864289310.3874147,7084370398.155405,7084370398.155405,1.0,1.0,20.998641000000003,86.019102,Neelachal Ispat Nigam steel plant,20.998641,86.019102,3.5366203299247443e-13,3.5366203299247443e-13
Sterling Steel Co LLC,1,1,1090.0,0.0,1,1,United States,North America,23.0,0,,,,0.0,0.0,41.785971,-89.710947,Leggett & Platt Sterling Steel plant,41.785971,-89.710947,0.0,0.0
Metallus Inc,2,1,1088.0,0.0,1,1,United States,North America,109.5,0,,,,0.0,0.0,40.755388,-81.439369,Metallus Faircrest steel plant,40.755388,-81.439369,4.402688701544128,0.0
ArcelorMittal Kryvyi Rih PJSC,1,1,1083.0,0.0,1,1,Ukraine,Europe,92.0,0,,,,0.0,1.0,47.874410999999995,33.392993,ArcelorMittal Kryvyi Rih steel plant,47.874411,33.392993,7.073240659849489e-13,7.073240659849489e-13
Evonith Metallics Ltd,2,1,1080.0,3400.0,1,1,India,Asia Pacific,44.0,2,428413959.05805874,1450575715.631524,1496644980.6383405,1.0,0.0,20.696412000000002,78.638548,Evonith Value Steel Wardha steel plant,20.696412,78.638548,2.1060571162778485,3.5366203299247443e-13
Ovako AB,2,2,1075.0,0.0,2,1,"Finland, Sweden",Europe,100.5,0,,,,0.0,0.0,61.014418670510004,22.92971470704717,Ovako Imatra steel plant,61.149466,28.798774,363.2478256285519,315.8259022405207
GPH Ispat Ltd,1,1,1051.0,0.0,1,1,Bangladesh,Asia Pacific,17.5,0,,,,0.0,0.0,22.536569,91.70072900000001,GPH Steel Sitakunda plant,22.536569,91.700729,1.3066186643936692e-12,1.3066186643936692e-12
Yazici Demir Celik Sanayi ve Turizm Ticaret AŞ,1,1,1050.0,0.0,1,1,Türkiye,Europe,32.0,0,,,,0.0,0.0,36.685932,36.20627499999999,Yazici Iron and Steel Iskenderun plant,36.685932,36.206275,5.672189819601989e-13,5.672189819601989e-13
Eden Flame Sdn Bhd,1,1,1050.0,0.0,1,1,Malaysia,Asia Pacific,33.0,0,,,,0.0,0.0,1.451512,103.917306,Esteel Eden Flame Johor steel plant,1.451512,103.917306,0.0,0.0
Siderurgica del Orinoco Alfredo Maneiro CA,1,1,1020.0,0.0,1,1,Venezuela,Central & South America,64.0,0,,,,0.0,0.0,8.259073000000003,-62.84112600000001,Sidor Ciudad Guayana steel plant,8.259073,-62.841126,1.7683101649623721e-13,1.7683101649623721e-13
Guangdong Taidu Iron & Steel Co Ltd,1,1,1020.0,0.0,1,1,China,Asia Pacific,22.0,1,1746497357.0257854,54416334496.484634,54416334496.484634,1.0,0.0,23.504558,112.96269300000002,Guangdong Taidu Iron & Steel Co Ltd,23.504558,112.962693,1.2972724425096614e-12,1.2972724425096614e-12
Chongqing Zuhang Steel Co Ltd,1,1,1010.0,1010.0,1,1,China,Asia Pacific,18.0,1,419108487.0652244,17484785855.890198,17484785855.890198,1.0,0.0,29.440056,105.74192900000001,Chongqing Zuhang Iron and Steel Co Ltd,29.440056,105.741929,1.231975188748885e-12,1.231975188748885e-12
Arjas Steel Pvt Ltd,1,1,1005.0,0.0,1,1,India,Asia Pacific,13.3,1,216622786.99645334,978513444.5314171,978513444.5314171,1.0,1.0,14.873471,78.048425,Arjas Steel Tadipatri plant,14.873471,78.048425,0.0,0.0
Posco Vietnam Co Ltd,1,1,1000.0,0.0,1,1,Vietnam,Asia Pacific,11.0,0,,,,0.0,0.0,10.560316,107.02684,POSCO Vietnam Phu My steel plant,10.560316,107.02684,0.0,0.0
Vallourec Soluções Tubulares do Brasil SA,1,1,1000.0,0.0,1,1,Brazil,Central & South America,15.0,0,,,,0.0,0.0,-20.582683,-43.971555,Vallourec Jeceaba steel plant,-20.582683,-43.971555,0.0,0.0
Dniprospetsstal Plant PJSC,1,1,1000.0,0.0,1,1,Ukraine,Europe,92.0,0,,,,0.0,0.0,47.8599249,35.1613272,Dniprospetstaal Zaporizhzhia steel plant,47.8599249,35.1613272,0.0,0.0
Iranian Sirjan Steel Co,1,1,1000.0,1000.0,1,1,Iran,Middle East,13.0,0,,,,0.0,0.0,29.928061999999997,56.736539,Sirjan Iranian Steel Kerman Plant,29.928062,56.736539,0.0,0.0
Shadegan Steel Industry Co,1,1,1000.0,2600.0,1,1,Iran,Middle East,9.0,0,,,,0.0,0.0,30.565979,48.939846,Shadegan Steel Complex,30.565979,48.939846,0.0,0.0
Anhui Langxi County Fuhang Steel Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,24.0,1,86904812.1034762,5559526379.370946,5559526379.370946,1.0,0.0,31.246635000000005,119.120443,Anhui Langxi Hongtai Iron and Steel Co Ltd,31.246635,119.120443,0.0,0.0
Tung Ho Steel Vietnam Corp Ltd,1,1,1000.0,0.0,1,1,Vietnam,Asia Pacific,19.0,0,,,,0.0,0.0,10.551445000000001,107.04368,Tung Ho Steel Phu My plant,10.551445,107.04368,1.7683101649623721e-13,1.7683101649623721e-13
Xuzhou Jinhong Iron and Steel Group Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,25.58,1,62626478.12289046,10422400731.947344,10422400731.947344,1.0,0.0,34.500122,116.908897,Xuzhou Jinhong Iron and Steel Group Co Ltd,34.500122,116.908897,0.0,0.0
Neyriz Ghadir Steel Co,1,1,1000.0,0.0,1,1,Iran,Middle East,8.0,0,,,,0.0,0.0,29.168086999999996,54.621487,Neyriz Ghadir Steel Company Fars plant,29.168087,54.621487,0.0,0.0
Wuzhou Yongda Special Steel Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,15.0,1,607979569.3111423,17160960324.747437,17160960324.747438,1.0,0.0,23.520306999999995,111.22998100000001,Wuzhou Yongda Special Steel Co Ltd,23.520307,111.229981,1.3444664951605774e-12,1.3444664951605774e-12
Yieh United Steel Corp,1,1,1000.0,0.0,1,1,Taiwan,Asia Pacific,37.22,0,,,,0.0,0.0,22.830856999999998,120.30060400000002,Yieh United Steel Kaohsiung plant,22.830857,120.300604,3.5366203299247443e-13,3.5366203299247443e-13
SUE DPR UMP,1,1,1000.0,0.0,1,1,Ukraine,Europe,27.0,0,,,,0.0,0.0,47.982276000000006,37.810634,Yuzovsky Metallurgical Plant,47.982276,37.810634,7.073240659849489e-13,7.073240659849489e-13
Daehan Steel Co Ltd,1,1,1000.0,0.0,1,1,South Korea,Asia Pacific,18.22,0,,,,0.0,0.0,35.09909799999999,128.860339,DaehanSteel Noksan steel plant,35.099098,128.860339,7.073240659849489e-13,7.073240659849489e-13
PT Mandan Steel,1,1,1000.0,0.0,1,1,Indonesia,Asia Pacific,12.0,0,,,,0.0,1.0,-3.3392959999999996,115.92712499999999,CNR Mandan Steel South Kalimantan plant,-3.339296,115.927125,4.4207754124059304e-14,4.4207754124059304e-14
Devki Steel Mills Ltd,1,1,1000.0,0.0,1,1,Kenya,Africa,4.0,0,,,,0.0,1.0,-3.7888059999999992,39.316741,Devki Steel Mills Kwale plant,-3.788806,39.316741,8.841550824811861e-14,8.841550824811861e-14
Fujian Hongfeng Industrial Group Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,26.5,1,29883675.310433295,547944854.753244,547944854.753244,1.0,0.0,26.868423,117.776369,Fujian Hongfeng Industrial Group Co Ltd,26.868423,117.776369,0.0,0.0
Vina Kyoei Steel Ltd Co,1,1,1000.0,0.0,1,1,Vietnam,Asia Pacific,30.14,0,,,,0.0,0.0,10.601422999999999,107.040679,Vina Kyoei Steel Phu My plant,10.601423,107.040679,1.7683101649623721e-13,1.7683101649623721e-13
Peiner Traeger GmbH,1,1,1000.0,0.0,1,1,Germany,Europe,168.0,0,,,,0.0,0.0,52.313935,10.258481999999999,Salzgitter Peiner Träger Peine steel plant,52.313935,10.258482,1.0810291649777121e-13,1.0810291649777121e-13
Ferriera Valsabbia SpA,1,1,1000.0,0.0,1,1,Italy,Europe,58.0,0,,,,0.0,0.0,45.642905000000006,10.380199,Ferriera Valsabbia Odolo steel plant,45.642905,10.380199,7.073240659849489e-13,7.073240659849489e-13
Dazhou Hangda Steel Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,22.31,1,49607605.43538932,1825142576.0149014,1825142576.0149014,1.0,0.0,31.435148999999996,107.685981,Hangda Steel Co Ltd,31.435149,107.685981,7.073240659849489e-13,7.073240659849489e-13
Walsin Lihwa Corp,1,1,1000.0,0.0,1,1,Taiwan,Asia Pacific,33.0,0,,,,0.0,0.0,23.295835858147466,120.24399172517495,Walsin Lihwa Tainan stainless steel plant,23.295835858147463,120.24399172517494,3.5366203299247443e-13,3.5366203299247443e-13
Nervacero SA,1,1,1000.0,0.0,1,1,Spain,Europe,55.0,0,,,,0.0,0.0,43.30805999999999,-3.0263090000000004,Celsa Nervacero steel plant,43.30806,-3.026309,7.0805520591504e-13,7.0805520591504e-13
Maghreb Steel SA,1,1,1000.0,0.0,1,1,Morocco,Africa,15.0,0,,,,0.0,0.0,33.632918,-7.434084000000001,Mahgreb Steel Bled Solb plant,33.632918,-7.434084,0.0,0.0
Shengli (Qingyuan) Steel Products Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,22.0,1,1383225148.037752,108065596004.3147,108065596004.3147,1.0,0.0,23.553041000000004,113.119942,"Shengli (Qingyuan) Steel Products Co., Ltd.",23.553041,113.119942,3.5366203299247443e-13,3.5366203299247443e-13
Xinjiang Ka Steel Group Co,1,1,1000.0,0.0,1,1,China,Asia Pacific,4.25,1,4239302.117930701,1938076204.0944705,1938076204.0944705,1.0,1.0,39.142997,76.161589,Xinjiang Ka Steel Group Co,39.142997,76.161589,0.0,0.0
Hellenic Halyvourgia SA,1,1,1000.0,0.0,1,1,Greece,Europe,63.0,0,,,,0.0,0.0,39.38588,22.807449999999992,Hellenic Halyvourgia Velestino steel plant,39.38588,22.80745,5.466836784944349e-13,5.466836784944349e-13
Xinjiang Da'an Special Steel Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,14.86,1,21656190.748155303,9838831673.420712,9838831673.420712,1.0,1.0,42.70046500000001,93.542466,Xinjiang Daan Special Steel Co Ltd,42.700465,93.542466,7.073240659849489e-13,7.073240659849489e-13
HES Hennigsdorfer Elektrostahlwerke GmbH,1,1,1000.0,0.0,1,1,Germany,Europe,109.0,0,,,,0.0,0.0,52.65090300000001,13.212683,Riva Hennigsdorfer Electric Steel Works,52.650903,13.212683,7.073240659849489e-13,7.073240659849489e-13
Jiangxi Taixin Iron & Steel Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,22.62,1,24651705.83317486,5795252050.10298,5795252050.10298,1.0,0.0,28.604450000000003,118.163615,Jiangxi Taixin Iron and Steel Co Ltd,28.60445,118.163615,3.5366203299247443e-13,3.5366203299247443e-13
Sirjan Jahan Steel Co,1,1,1000.0,1300.0,1,1,Iran,Middle East,12.0,0,,,,0.0,0.0,29.13806,55.375073,Jahan Foolad Sirjan Steel Kerman plant,29.13806,55.375073,0.0,0.0
Sichuan Shengquan Iron and Steel Group Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,7.46,1,1180067619.3126886,29002625399.538166,29002625399.53817,1.0,0.0,31.255961,104.190612,Sichuan Shengquan Iron and Steel Group Co Ltd,31.255961,104.190612,0.0,0.0
Bonab Steel Complex,1,1,1000.0,1500.0,1,1,Iran,Middle East,21.0,0,,,,0.0,0.0,37.417437,46.03577799999999,Bonab Steel Complex,37.417437,46.035778,5.617778084575299e-13,5.617778084575299e-13
Ashinskiy Metzavod PJSC,1,1,1000.0,0.0,1,1,Russia,Eurasia,126.0,0,,,,0.0,0.0,54.99484,57.277548,Ashinskiy Metallurgical plant,54.99484,57.277548,0.0,0.0
Cangzhou Lingang Sanling Metal Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,31.0,1,90759574.23978685,11494109048.720526,11494109048.720526,1.0,0.0,38.311738,117.45777899999999,Cangzhou Lingang Sanling Metal Co Ltd,38.311738,117.457779,0.0,0.0
Mescier Demir Celik AŞ,1,1,1000.0,0.0,1,1,Türkiye,Europe,6.0,0,,,,0.0,0.0,41.565932,32.427758,Mescier Iron and Steel Bartin plant,41.565932,32.427758,0.0,0.0
Jingzhou Qunli Metal Products Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,27.0,1,118075214.85034539,33592944700.566563,33592944700.566563,1.0,0.0,30.3505,112.353782,Jingzhou Qunli Metal Products Co Ltd,30.3505,112.353782,0.0,0.0
Outokumpu Stainless USA LLC,1,1,1000.0,0.0,1,1,United States,North America,19.0,0,,,,0.0,0.0,31.148178999999995,-87.98866,Outokumpu Stainless USA steel plant,31.148179,-87.98866,0.0,0.0
Abu Dhabi National for Building Materials Co PJSC,1,1,1000.0,0.0,1,1,United Arab Emirates,Middle East,,0,,,,0.0,0.0,24.37872,54.475153,BILDCO Abu Dhabi steel plant,24.37872,54.475153,0.0,0.0
Xinjiang Yili Iron and Steel Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,68.0,1,36347068.67769812,168536163.5017866,168536163.5017866,1.0,1.0,43.526808,83.294323,Xinjiang Yili Iron and Steel Co Ltd,43.526808,83.294323,0.0,0.0
Chizhou Guichi Guihang Metal Products Co Ltd,1,1,1000.0,0.0,1,1,China,Asia Pacific,26.0,1,189683194.67400867,33326954857.2783,33326954857.2783,1.0,0.0,30.532786,117.25166000000002,Chizhou Guichi Guihang Metal Products Co Ltd,30.532786,117.25166,0.0,0.0
Arfa Iron and Steel Co,1,1,1000.0,0.0,1,1,Iran,Middle East,14.89,0,,,,0.0,0.0,32.39309000000001,53.7566,Arfa Iron and Steel Yazd plant,32.39309,53.7566,7.073240659849489e-13,7.073240659849489e-13
KG Steel Co Ltd,2,1,1000.0,0.0,1,1,South Korea,Asia Pacific,21.04,0,,,,0.0,0.0,37.482625,126.67017500000001,KG Steel Incheon steel plant,37.482625,126.670175,55.867203149942696,0.0
National Steel Co,1,1,1000.0,0.0,1,1,Saudi Arabia,Middle East,22.0,0,,,,0.0,0.0,26.244786,49.969064,Al Ittefaq National Steel Dammam plant,26.244786,49.969064,0.0,0.0
Fushun Special Steel Co Ltd,1,1,999.0,0.0,1,1,China,Asia Pacific,89.0,1,8540543698.927486,92433376200.71227,92433376200.71227,1.0,0.0,41.838774,123.806586,Fushun Special Steel Co Ltd,41.838774,123.806586,0.0,0.0
Topy Industries Ltd,1,1,960.0,0.0,1,1,Japan,Asia Pacific,68.0,1,6515425440.511312,158685074239.12527,158685074239.12527,1.0,0.0,34.71964400000001,137.322259,Topy Industries Toyohashi steel plant,34.719644,137.322259,7.073240659849489e-13,7.073240659849489e-13
Fujian Qingtuo New Material Co Ltd,1,1,958.0,0.0,1,1,China,Asia Pacific,3.0,1,11794218.386546498,3897674158.2296247,3897674158.2296247,1.0,0.0,26.779300999999997,119.76793500000001,Fujian Qingtuo New Material Co Ltd,26.779301,119.767935,3.5366203299247443e-13,3.5366203299247443e-13
Taganrogskiy Metallurgicheskiy Zavod JSC,1,1,950.0,0.0,1,1,Russia,Eurasia,130.0,0,,,,0.0,0.0,47.241557,38.928584,TMK Taganrog Metallurgical Plant,47.241557,38.928584,0.0,0.0
JSW Ispat Special Products Ltd,1,1,950.0,250.0,1,1,India,Asia Pacific,18.0,1,213067224.22470316,4467491446.835285,4467491446.835285,1.0,0.0,21.983709,83.238133,JSW Steel Raigarh steel plant,21.983709,83.238133,0.0,0.0
Duferco Travi e Profilati SpA,1,1,950.0,0.0,1,1,Italy,Europe,22.0,0,,,,0.0,0.0,45.478363,10.209234000000002,Duferco Travi e Profilati San Zeno Naviglio steel plant,45.478363,10.209234,1.2399011821693279e-13,1.2399011821693279e-13
Chelyabinskiy Truboprokatnyi Zavod JSC,1,1,950.0,0.0,1,1,Russia,Eurasia,92.0,0,,,,0.0,0.0,56.90205,59.992197999999995,Pervouralsk Pipe Plant,56.90205,59.992198,0.0,0.0
Jinye Steel Group Co Ltd,1,1,950.0,0.0,1,1,China,Asia Pacific,22.79,1,1182364306.7889879,48082438631.232445,48082438631.232445,1.0,1.0,36.148131,113.209523,Jinye Iron and Steel Group Co Ltd,36.148131,113.209523,0.0,0.0
Severskiy Trubnyi Zavod JSC,1,1,950.0,0.0,1,1,Russia,Eurasia,287.0,0,,,,0.0,0.0,56.478428,60.249411,TMK Seversky Pipe plant,56.478428,60.249411,0.0,0.0
Longchuan Hanghui Steel Co Ltd,1,1,930.0,0.0,1,1,China,Asia Pacific,22.39,1,1069393003.8951043,3198437989.6937556,3198437989.6937556,1.0,0.0,24.113189,115.215068,Longchuan Hanghui Steel Co Ltd,24.113189,115.215068,0.0,0.0
YK Steel Corp,2,1,930.0,1000.0,1,1,South Korea,Asia Pacific,61.0,0,,,,0.0,0.0,35.083819,128.989034,YK Steel Busan plant,35.083819,128.989034,293.4375834259336,0.0
Fengshun County Dongfang Metal Casting Co Ltd,1,1,930.0,0.0,1,1,China,Asia Pacific,22.6,1,453215982.2079722,18595122169.25023,18595122169.25023,1.0,0.0,23.749104,116.138262,Fengshun County Dongfang Metal Continuous Casting Co Ltd,23.749104,116.138262,0.0,0.0
Guangdong Shengye Steel Co Ltd,1,1,920.0,0.0,1,1,China,Asia Pacific,21.97,1,106278554.73135719,1531296659.3671398,1531296659.3671398,1.0,0.0,24.008563999999996,114.79732800000001,Guangdong Shengye Steel Co Ltd,24.008564,114.797328,3.5366203299247443e-13,3.5366203299247443e-13
Guangdong Taiye Hongda Steel Co Ltd,1,1,920.0,0.0,1,1,China,Asia Pacific,13.79,1,1746497357.0257854,70709810799.84494,70709810799.84494,1.0,0.0,23.543329287986026,112.9908240744354,"Guangdong Taiye Hongda Steel Co., Ltd.",23.54332928798603,112.9908240744354,3.5366203299247443e-13,3.5366203299247443e-13
Ezz Steel Co,1,1,900.0,0.0,1,1,Egypt,Africa,32.0,0,,,,0.0,0.0,30.382179,30.563029,Ezz Steel Rebar Sadat City plant,30.382179,30.563029,0.0,0.0
Aperam Inox America do Sul SA,1,1,900.0,0.0,1,1,Brazil,Central & South America,77.0,0,,,,0.0,0.0,-19.531271999999998,-42.639979,Aperam Timóteo steel plant,-19.531272,-42.639979,3.5366203299247443e-13,3.5366203299247443e-13
PT Jakarta Prima Steel Industries,1,1,900.0,0.0,1,1,Indonesia,Asia Pacific,54.0,0,,,,0.0,0.0,-6.181643,106.932331,Jakarta Prima Steel Industries plant,-6.181643,106.932331,0.0,0.0
Guangdong Shiji Qingshan Nickel Industry Co Ltd,1,1,900.0,0.0,1,1,China,Asia Pacific,14.81,1,546325381.749661,8937090589.579498,8937090589.579498,1.0,0.0,21.687053,111.848893,Guangdong Shiji Qingshan Nickel Industry Co Ltd,21.687053,111.848893,0.0,0.0
Ann Joo Integrated Steel Sdn Bhd,1,1,900.0,0.0,1,1,Malaysia,Asia Pacific,19.0,0,,,,0.0,0.0,5.380391,100.377598,Ann Joo Integrated Steel Penang plant,5.380391,100.377598,0.0,0.0
Volzhskiy Trubnyi Zavod JSC,1,1,900.0,0.0,1,1,Russia,Eurasia,56.0,0,,,,0.0,0.0,48.804332,44.79408,Volzhsky Pipe Plant,48.804332,44.79408,0.0,0.0
Nucor Steel Memphis Inc,1,1,891.0,0.0,1,1,United States,North America,18.0,0,,,,0.0,0.0,35.048395,-90.163033,Nucor Steel Memphis plant,35.048395,-90.163033,0.0,0.0
Guangshui Huaxin Smelt Industry Co Ltd,1,1,869.0,0.0,1,1,China,Asia Pacific,18.0,1,39099648.249599755,2510913507.9833345,2510913507.9833345,1.0,0.0,31.502210000000005,114.00814200000002,Guangshui Huaxin Metallurgical Industry Co Ltd,31.50221,114.008142,1.2061573044577525e-12,1.2061573044577525e-12
Tangshan Shoutang Baosheng Functional Materials Co Ltd,1,1,860.0,0.0,1,1,China,Asia Pacific,19.19,1,1356006637.3997142,52795312774.227554,52795312774.227554,1.0,0.0,39.751793,118.490004,Tangshan Shoutang Baosheng Functional Materials Co Ltd,39.751793,118.490004,0.0,0.0
Guangdong Hongde Steel Group Co Ltd,1,1,860.0,0.0,1,1,China,Asia Pacific,24.0,1,2371893017.6045723,29398577246.00148,29398577246.00148,1.0,0.0,24.672351,113.535574,Guangdong Hongde Steel Group Co Ltd,24.672351,113.535574,0.0,0.0
Cascade Steel Rolling Mills Inc,1,1,860.0,0.0,1,1,United States,North America,58.0,0,,,,0.0,0.0,45.228035,-123.163599,Cascade Steel Rolling Mills,45.228035,-123.163599,0.0,0.0
Çebitaş Demir Çelik Endüstrisi AŞ,1,1,860.0,0.0,1,1,Türkiye,Europe,37.0,0,,,,0.0,0.0,38.74074000000001,26.951743,Cebitas steel plant,38.74074,26.951743,7.073240659849489e-13,7.073240659849489e-13
Nucor Steel Seattle Inc,1,1,855.0,0.0,1,1,United States,North America,122.0,0,,,,0.0,0.0,47.569597,-122.367395,Nucor Steel Seattle plant,47.569597,-122.367395,0.0,0.0
Lamines Marchands Europeens SA,1,1,850.0,0.0,1,1,France,Europe,151.0,0,,,,0.0,0.0,50.3292,3.4909129999999995,LME Trith-Saint-Léger steel plant,50.3292,3.490913,2.822115248129619e-14,2.822115248129619e-14
Yuxi Huixi Metal Casting Products Co Ltd,1,1,850.0,0.0,1,1,China,Asia Pacific,19.71,1,1153461107.3559847,19337954883.57608,19337954883.57608,1.0,1.0,24.360481,102.481118,Yuxi Huixi Metal Casting Products Co Ltd,24.360481,102.481118,0.0,0.0
Rajhi Steel Industries Co Ltd,1,1,850.0,0.0,1,1,Saudi Arabia,Middle East,20.0,0,,,,0.0,0.0,21.290402,39.183444,Rajhi Al Assemah Steel Jeddah plant,21.290402,39.183444,0.0,0.0
Yunnan Muguang Industry and Trade Co Ltd,1,1,850.0,0.0,1,1,China,Asia Pacific,12.3,1,106654789.90736285,4794889713.000852,4794889713.000852,1.0,1.0,24.077078999999998,102.771634,Yunnan Muguang Industry and Trade Co Ltd,24.077079,102.771634,3.5366203299247443e-13,3.5366203299247443e-13
Societe des Aciers d'Armature pour le Beton SAS,1,1,850.0,0.0,1,1,France,Europe,154.0,0,,,,0.0,0.0,48.611482,6.111864,Riva Sam Neuves-Maisons steel plant,48.611482,6.111864,0.0,0.0
Columbus Stainless (Pty) Ltd,1,1,850.0,0.0,1,1,South Africa,Africa,60.0,0,,,,0.0,0.0,-25.796312999999998,29.497972,Acerinox Columbus Stainless steel plant,-25.796313,29.497972,3.5366203299247443e-13,3.5366203299247443e-13
Ministry of Defense (Poland),1,1,840.0,0.0,1,1,Poland,Europe,124.0,0,,,,0.0,0.0,50.782614,19.165566,Huta Czestochowa steel plant,50.782614,19.165566,0.0,0.0
Novorossiysk Rolling Plant LLC,1,1,830.0,270.0,1,1,Russia,Eurasia,19.0,0,,,,0.0,0.0,47.740457,40.189445,Novorossiysk Rolling Plant Rostov,47.740457,40.189445,0.0,0.0
Sichuan Ya'an Anshan Iron and Steel Co Ltd,1,1,830.0,0.0,1,1,China,Asia Pacific,4.91,1,388037.3015476711,446411930.70112646,446411930.70112646,1.0,0.0,30.059133000000006,102.625907,Sichuan Yaan Anshan Iron and Steel Co Ltd,30.059133,102.625907,7.073240659849489e-13,7.073240659849489e-13
Tangshan Xinglong Steel Co Ltd,1,1,825.0,0.0,1,1,China,Asia Pacific,25.0,1,178134743.02966222,60926767373.4392,60926767373.4392,1.0,0.0,39.84761199999999,118.34844800000002,Tangshan Xinglong Iron and Steel Co Ltd,39.847612,118.348448,7.073240659849489e-13,7.073240659849489e-13
Zunyi Changling Special Steel Co Ltd,1,1,825.0,0.0,1,1,China,Asia Pacific,22.0,1,3047624310.877063,43134590411.06217,43134590411.06217,1.0,0.0,27.614947000000004,106.949752,Zunyi Changling Special Steel Co Ltd,27.614947,106.949752,3.5366203299247443e-13,3.5366203299247443e-13
Ann Joo Steel Bhd,1,1,820.0,0.0,1,1,Malaysia,Asia Pacific,65.0,0,,,,0.0,0.0,3.0425849999999994,101.537011,Ann Joo Steel Selangor plant,3.042585,101.537011,4.4207754124059304e-14,4.4207754124059304e-14
UMC Metals Ltd,1,1,805.0,0.0,1,1,Thailand,Asia Pacific,32.0,0,,,,0.0,0.0,13.275831999999996,100.969791,UMC Metals Chon Buri steel plant,13.275832,100.969791,3.5366203299247443e-13,3.5366203299247443e-13
Hadeed Metal Manufacturing Co,1,1,800.0,0.0,1,1,Syria,Middle East,14.0,0,,,,0.0,0.0,33.62625799999999,36.574968000000005,Hadeed Metal Manufacturing Co Damascus steel plant,33.626258,36.574968,1.3739833122360345e-12,1.3739833122360345e-12
North West Steel Industries Co,1,1,800.0,0.0,1,1,Iran,Middle East,9.0,0,,,,0.0,0.0,37.127089,46.17345000000001,North West Steel Industries Ariq plant,37.127089,46.17345,5.639485212505714e-13,5.639485212505714e-13
Med-steel Ltd,1,1,800.0,0.0,1,1,Syria,Middle East,15.0,0,,,,0.0,0.0,33.628437,36.57259391534359,Medsteel Adra steel plant,33.628437,36.57259391534359,0.0,0.0
Baku Steel Company QSC,1,1,800.0,0.0,1,1,Azerbaijan,Eurasia,25.0,0,,,,0.0,0.0,40.43136,49.886867,Baku Steel Company steel plant,40.43136,49.886867,0.0,0.0
Hmisho Steel SA,1,1,800.0,0.0,1,1,Syria,Middle East,13.0,0,,,,0.0,0.0,34.364258,36.803848,Hmisho Steel Hassia plant,34.364258,36.803848,0.0,0.0
Malaysia Steel Works (KL) Bhd,1,1,800.0,0.0,1,1,Malaysia,Asia Pacific,28.0,0,,,,0.0,0.0,3.077835,101.46448,Malaysia Steel Works Klang steel plant,3.077835,101.46448,0.0,0.0
Sentuo Steel Ltd,1,1,800.0,0.0,1,1,Ghana,Africa,11.0,0,,,,0.0,0.0,5.691266999999999,-0.001073,Sentuo Steel Tema plant,5.691267,-0.001073,8.841550824811861e-14,8.841550824811861e-14
